,row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,cust_age,cust_gender,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,returned
8917,8918,US-2017-144057,09/05/17,13/05/17,Standard Class,CV-12805,Cynthia Voltz,19,Female,Corporate,United States,Austin,Texas,78745,Central,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,76.64,2,0.2,26.824,TRUE
8918,8919,US-2017-144057,09/05/17,13/05/17,Standard Class,CV-12805,Cynthia Voltz,18,Female,Corporate,United States,Austin,Texas,78745,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,18.528,6,0.8,-27.792,TRUE
8941,8942,CA-2017-159023,03/11/17,05/11/17,First Class,NW-18400,Natalie Webber,22,Female,Consumer,United States,Portland,Oregon,97206,West,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,4.158,7,0.7,-3.465,TRUE
8942,8943,CA-2017-159023,03/11/17,05/11/17,First Class,NW-18400,Natalie Webber,19,Female,Consumer,United States,Portland,Oregon,97206,West,TEC-MA-10003337,Technology,Machines,Okidata B401 Printer,179.991,3,0.7,-251.9874,TRUE
8949,8950,CA-2018-150910,22/12/18,28/12/18,Standard Class,JL-15130,Jack Lebron,22,Female,Consumer,United States,Jackson,Tennessee,38301,South,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",934.956,6,0.4,-249.3216,TRUE
8950,8951,CA-2018-150910,22/12/18,28/12/18,Standard Class,JL-15130,Jack Lebron,18,Female,Consumer,United States,Jackson,Tennessee,38301,South,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,2,0.2,7.6154,TRUE
8951,8952,CA-2018-150910,22/12/18,28/12/18,Standard Class,JL-15130,Jack Lebron,20,Female,Consumer,United States,Jackson,Tennessee,38301,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,26.16,3,0.2,1.962,TRUE
8952,8953,CA-2018-150910,22/12/18,28/12/18,Standard Class,JL-15130,Jack Lebron,19,Female,Consumer,United States,Jackson,Tennessee,38301,South,OFF-AR-10001419,Office Supplies,Art,Newell 325,23.128,7,0.2,2.891,TRUE
8953,8954,CA-2018-150910,22/12/18,28/12/18,Standard Class,JL-15130,Jack Lebron,20,Female,Consumer,United States,Jackson,Tennessee,38301,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",59.24,5,0.2,16.291,TRUE
8962,8963,CA-2017-157280,05/11/17,07/11/17,First Class,LW-17125,Liz Willingham,18,Female,Consumer,United States,Virginia Beach,Virginia,23464,South,FUR-FU-10004665,Furniture,Furnishings,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",273.96,2,0,71.2296,TRUE
8963,8964,CA-2017-157280,05/11/17,07/11/17,First Class,LW-17125,Liz Willingham,19,Female,Consumer,United States,Virginia Beach,Virginia,23464,South,TEC-AC-10000057,Technology,Accessories,Microsoft Natural Ergonomic Keyboard 4000,89.97,3,0,18.8937,TRUE
8964,8965,CA-2017-157280,05/11/17,07/11/17,First Class,LW-17125,Liz Willingham,18,Female,Consumer,United States,Virginia Beach,Virginia,23464,South,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8,5,0,75.68,TRUE
9005,9006,CA-2018-107825,18/11/18,18/11/18,Same Day,NB-18655,Nona Balk,24,Female,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,0,24.9804,TRUE
9006,9007,CA-2018-107825,18/11/18,18/11/18,Same Day,NB-18655,Nona Balk,19,Female,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",37.76,1,0,10.5728,TRUE
9007,9008,CA-2018-107825,18/11/18,18/11/18,Same Day,NB-18655,Nona Balk,20,Female,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-LA-10003720,Office Supplies,Labels,Avery 487,7.38,2,0,3.4686,TRUE
9008,9009,CA-2018-107825,18/11/18,18/11/18,Same Day,NB-18655,Nona Balk,19,Female,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",5.82,2,0,2.7354,TRUE
9013,9014,CA-2018-143084,18/03/18,22/03/18,Standard Class,BP-11050,Barry Pond,21,Female,Corporate,United States,Los Angeles,California,90008,West,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,13.9,5,0,3.753,TRUE
9014,9015,CA-2018-143084,18/03/18,22/03/18,Standard Class,BP-11050,Barry Pond,21,Female,Corporate,United States,Los Angeles,California,90008,West,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,19.4,5,0,9.312,TRUE
9034,9035,CA-2016-148873,01/10/16,05/10/16,Standard Class,EM-13960,Eric Murdock,19,Female,Consumer,United States,Quincy,Illinois,62301,Central,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,2.992,4,0.8,-4.488,TRUE
9035,9036,CA-2016-148873,01/10/16,05/10/16,Standard Class,EM-13960,Eric Murdock,24,Female,Consumer,United States,Quincy,Illinois,62301,Central,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,108.768,4,0.2,2.7192,TRUE
9067,9068,CA-2017-150077,04/02/17,10/02/17,Standard Class,MS-17365,Maribeth Schnelling,23,Female,Consumer,United States,Rockville,Maryland,20852,East,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,90.48,2,0,23.5248,TRUE
9080,9081,CA-2018-166898,11/09/18,13/09/18,Second Class,KH-16630,Ken Heidel,23,Female,Corporate,United States,Santa Ana,California,92704,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,143.952,6,0.2,17.994,TRUE
9081,9082,CA-2018-166898,11/09/18,13/09/18,Second Class,KH-16630,Ken Heidel,21,Female,Corporate,United States,Santa Ana,California,92704,West,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,19.44,3,0,9.3312,TRUE
9107,9108,CA-2016-132941,25/05/16,28/05/16,First Class,MM-18280,Muhammed MacIntyre,20,Female,Corporate,United States,Haltom City,Texas,76117,Central,OFF-SU-10002557,Office Supplies,Supplies,Fiskars Spring-Action Scissors,22.368,2,0.2,1.6776,TRUE
9108,9109,CA-2016-132941,25/05/16,28/05/16,First Class,MM-18280,Muhammed MacIntyre,24,Female,Corporate,United States,Haltom City,Texas,76117,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,32.368,7,0.2,11.7334,TRUE
9109,9110,CA-2016-132941,25/05/16,28/05/16,First Class,MM-18280,Muhammed MacIntyre,22,Female,Corporate,United States,Haltom City,Texas,76117,Central,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,207.984,2,0.2,36.3972,TRUE
9121,9122,CA-2018-122007,18/03/18,20/03/18,Second Class,JK-15325,Jason Klamczynski,18,Female,Corporate,United States,Los Angeles,California,90032,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,90.86,7,0,26.3494,TRUE
9204,9205,CA-2017-104689,01/12/17,05/12/17,Standard Class,FH-14365,Fred Hopkins,18,Female,Corporate,United States,Los Angeles,California,90004,West,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",23.04,8,0,6.912,TRUE
9232,9233,CA-2017-126732,02/09/17,06/09/17,Standard Class,LR-16915,Lena Radford,23,Female,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,94.68,9,0,31.2444,TRUE
9233,9234,CA-2017-126732,02/09/17,06/09/17,Standard Class,LR-16915,Lena Radford,19,Female,Consumer,United States,Los Angeles,California,90036,West,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,23.67,3,0,0.9468,TRUE
9234,9235,CA-2017-126732,02/09/17,06/09/17,Standard Class,LR-16915,Lena Radford,23,Female,Consumer,United States,Los Angeles,California,90036,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.168,4,0.2,68.198,TRUE
9235,9236,CA-2017-126732,02/09/17,06/09/17,Standard Class,LR-16915,Lena Radford,21,Female,Consumer,United States,Los Angeles,California,90036,West,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,18.69,7,0,5.2332,TRUE
9236,9237,CA-2017-126732,02/09/17,06/09/17,Standard Class,LR-16915,Lena Radford,20,Female,Consumer,United States,Los Angeles,California,90036,West,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,568.728,3,0.2,28.4364,TRUE
9237,9238,CA-2017-126732,02/09/17,06/09/17,Standard Class,LR-16915,Lena Radford,22,Female,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,7.312,1,0.2,2.5592,TRUE
9251,9252,CA-2018-155712,02/03/18,08/03/18,Standard Class,KD-16615,Ken Dana,20,Female,Corporate,United States,Los Angeles,California,90008,West,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,107.648,2,0.2,33.64,TRUE
9313,9314,CA-2016-111948,11/11/16,11/11/16,Same Day,AG-10495,Andrew Gjertsen,18,Female,Corporate,United States,Detroit,Michigan,48234,Central,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",418.32,7,0,117.1296,TRUE
9314,9315,CA-2016-111948,11/11/16,11/11/16,Same Day,AG-10495,Andrew Gjertsen,24,Female,Corporate,United States,Detroit,Michigan,48234,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",123.858,2,0.1,46.7908,TRUE
9323,9324,CA-2018-121853,23/09/18,29/09/18,Standard Class,DB-13660,Duane Benoit,21,Female,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10003641,Office Supplies,Paper,Xerox 1909,211.04,8,0,97.0784,TRUE
9324,9325,CA-2018-121853,23/09/18,29/09/18,Standard Class,DB-13660,Duane Benoit,21,Female,Consumer,United States,Los Angeles,California,90036,West,FUR-CH-10003973,Furniture,Chairs,GuestStacker Chair with Chrome Finish Legs,594.816,2,0.2,59.4816,TRUE
9325,9326,CA-2018-121853,23/09/18,29/09/18,Standard Class,DB-13660,Duane Benoit,19,Female,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,72.96,3,0.2,23.712,TRUE
9343,9344,CA-2018-109085,17/02/18,20/02/18,First Class,CK-12325,Christine Kargatis,21,Female,Home Office,United States,Troy,Ohio,45373,East,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",455.97,5,0.4,-106.393,TRUE
9344,9345,CA-2018-109085,17/02/18,20/02/18,First Class,CK-12325,Christine Kargatis,24,Female,Home Office,United States,Troy,Ohio,45373,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5,0.7,-4.7625,TRUE
9345,9346,CA-2018-109085,17/02/18,20/02/18,First Class,CK-12325,Christine Kargatis,19,Female,Home Office,United States,Troy,Ohio,45373,East,TEC-PH-10000526,Technology,Phones,Vtech CS6719,57.594,1,0.4,-11.5188,TRUE
9346,9347,CA-2018-109085,17/02/18,20/02/18,First Class,CK-12325,Christine Kargatis,23,Female,Home Office,United States,Troy,Ohio,45373,East,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,30.144,2,0.2,8.2896,TRUE
9347,9348,CA-2018-109085,17/02/18,20/02/18,First Class,CK-12325,Christine Kargatis,23,Female,Home Office,United States,Troy,Ohio,45373,East,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,5,0.3,-12.849,TRUE
9448,9449,US-2017-148957,17/09/17,23/09/17,Standard Class,CC-12430,Chuck Clark,24,Female,Home Office,United States,Redmond,Washington,98052,West,OFF-LA-10002195,Office Supplies,Labels,Avery 481,12.32,4,0,5.9136,TRUE
9461,9462,CA-2015-100867,19/10/15,24/10/15,Standard Class,EH-14125,Eugene Hildebrand,23,Female,Home Office,United States,Lakewood,California,90712,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,321.552,6,0.2,20.097,TRUE
9524,9525,CA-2018-156958,05/12/18,06/12/18,First Class,PB-18805,Patrick Bzostek,22,Female,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,83.92,5,0.2,29.372,TRUE
9525,9526,CA-2018-156958,05/12/18,06/12/18,First Class,PB-18805,Patrick Bzostek,22,Female,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10003268,Furniture,Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,199.9,5,0,39.98,TRUE
9526,9527,CA-2018-156958,05/12/18,06/12/18,First Class,PB-18805,Patrick Bzostek,18,Female,Home Office,United States,Seattle,Washington,98115,West,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,31.176,3,0.2,-7.0146,TRUE
9527,9528,CA-2018-156958,05/12/18,06/12/18,First Class,PB-18805,Patrick Bzostek,24,Female,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,172.752,6,0.2,60.4632,TRUE
9528,9529,CA-2018-156958,05/12/18,06/12/18,First Class,PB-18805,Patrick Bzostek,19,Female,Home Office,United States,Seattle,Washington,98115,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.296,2,0.2,3.0212,TRUE
9593,9594,CA-2018-108931,14/09/18,19/09/18,Standard Class,HZ-14950,Henia Zydlo,18,Female,Consumer,United States,New York City,New York,10024,East,OFF-PA-10002741,Office Supplies,Paper,Xerox 1980,8.56,2,0,3.852,TRUE
9594,9595,CA-2018-108931,14/09/18,19/09/18,Standard Class,HZ-14950,Henia Zydlo,21,Female,Consumer,United States,New York City,New York,10024,East,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,11.56,2,0,5.6644,TRUE
9609,9610,CA-2017-130638,16/05/17,19/05/17,Second Class,SC-20095,Sanjit Chand,18,Female,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10002116,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",282.84,4,0,19.7988,TRUE
9610,9611,CA-2017-130638,16/05/17,19/05/17,Second Class,SC-20095,Sanjit Chand,23,Female,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10002195,Office Supplies,Labels,Avery 481,27.72,9,0,13.3056,TRUE
9701,9702,CA-2017-105291,30/10/17,04/11/17,Standard Class,SP-20920,Susan Pistek,23,Female,Consumer,United States,San Luis Obispo,California,93405,West,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,3.62,2,0,1.1946,TRUE
9706,9707,CA-2017-161746,21/10/17,27/10/17,Standard Class,CS-11950,Carlos Soltero,23,Female,Consumer,United States,Los Angeles,California,90045,West,FUR-CH-10004626,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,242.136,3,0.2,12.1068,TRUE
9707,9708,CA-2017-161746,21/10/17,27/10/17,Standard Class,CS-11950,Carlos Soltero,24,Female,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,12.39,3,0,5.6994,TRUE
9708,9709,CA-2017-161746,21/10/17,27/10/17,Standard Class,CS-11950,Carlos Soltero,20,Female,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10003731,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",19.96,2,0,5.5888,TRUE
9709,9710,CA-2017-161746,21/10/17,27/10/17,Standard Class,CS-11950,Carlos Soltero,20,Female,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3,0,3.4092,TRUE
9726,9727,CA-2018-167395,02/12/18,04/12/18,First Class,KM-16720,Kunst Miller,21,Female,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AP-10001293,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,286.86,7,0,80.3208,TRUE
9727,9728,CA-2018-167395,02/12/18,04/12/18,First Class,KM-16720,Kunst Miller,20,Female,Consumer,United States,Lowell,Massachusetts,1852,East,TEC-PH-10004977,Technology,Phones,GE 30524EE4,979.95,5,0,284.1855,TRUE
9728,9729,CA-2018-167395,02/12/18,04/12/18,First Class,KM-16720,Kunst Miller,20,Female,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,4.36,2,0,0.1744,TRUE
9768,9769,CA-2018-142328,07/12/18,14/12/18,Standard Class,TC-21535,Tracy Collins,23,Female,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",50.04,6,0,25.02,TRUE
9774,9775,CA-2015-169019,26/07/15,30/07/15,Standard Class,LF-17185,Luke Foster,18,Male,Consumer,United States,San Antonio,Texas,78207,Central,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,2177.584,8,0.8,-3701.8928,TRUE
9775,9776,CA-2015-169019,26/07/15,30/07/15,Standard Class,LF-17185,Luke Foster,21,Male,Consumer,United States,San Antonio,Texas,78207,Central,FUR-FU-10004666,Furniture,Furnishings,DAX Clear Channel Poster Frame,17.496,3,0.6,-10.0602,TRUE
9776,9777,CA-2015-169019,26/07/15,30/07/15,Standard Class,LF-17185,Luke Foster,24,Female,Consumer,United States,San Antonio,Texas,78207,Central,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,16.784,4,0.8,-26.8544,TRUE
9777,9778,CA-2015-169019,26/07/15,30/07/15,Standard Class,LF-17185,Luke Foster,20,Female,Consumer,United States,San Antonio,Texas,78207,Central,TEC-AC-10002076,Technology,Accessories,Microsoft Natural Keyboard Elite,431.136,9,0.2,-26.946,TRUE
9778,9779,CA-2015-169019,26/07/15,30/07/15,Standard Class,LF-17185,Luke Foster,23,Female,Consumer,United States,San Antonio,Texas,78207,Central,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,8.88,5,0.8,-13.32,TRUE
9779,9780,CA-2015-169019,26/07/15,30/07/15,Standard Class,LF-17185,Luke Foster,22,Female,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,4.836,2,0.8,-12.09,TRUE
9822,9823,US-2015-164406,15/08/15,19/08/15,Standard Class,BD-11605,Brian Dahlen,20,Female,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,152.91,3,0,42.8148,TRUE
9823,9824,US-2015-164406,15/08/15,19/08/15,Standard Class,BD-11605,Brian Dahlen,24,Female,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,92.94,3,0,41.823,TRUE
9824,9825,US-2015-164406,15/08/15,19/08/15,Standard Class,BD-11605,Brian Dahlen,20,Female,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,17.856,4,0.2,6.2496,TRUE
9825,9826,US-2015-164406,15/08/15,19/08/15,Standard Class,BD-11605,Brian Dahlen,22,Female,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10003638,Office Supplies,Binders,GBC Durable Plastic Covers,46.44,3,0.2,15.093,TRUE
9826,9827,US-2015-164406,15/08/15,19/08/15,Standard Class,BD-11605,Brian Dahlen,19,Female,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,195.136,4,0.2,-12.196,TRUE
9846,9847,CA-2018-169327,02/09/18,04/09/18,Second Class,MH-17290,Marc Harrigan,19,Female,Home Office,United States,Los Angeles,California,90008,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,0,11.206,TRUE
9847,9848,CA-2018-169327,02/09/18,04/09/18,Second Class,MH-17290,Marc Harrigan,24,Female,Home Office,United States,Los Angeles,California,90008,West,FUR-FU-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,511.5,5,0,132.99,TRUE
9848,9849,CA-2018-169327,02/09/18,04/09/18,Second Class,MH-17290,Marc Harrigan,24,Female,Home Office,United States,Los Angeles,California,90008,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",147.92,5,0.2,46.225,TRUE
9952,9953,CA-2016-141593,14/12/16,16/12/16,Second Class,DB-12970,Darren Budd,24,Female,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,55.264,2,0.2,20.724,TRUE
9953,9954,CA-2016-141593,14/12/16,16/12/16,Second Class,DB-12970,Darren Budd,22,Female,Corporate,United States,Los Angeles,California,90045,West,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,6.48,1,0,3.1104,TRUE
9954,9955,CA-2016-141593,14/12/16,16/12/16,Second Class,DB-12970,Darren Budd,18,Female,Corporate,United States,Los Angeles,California,90045,West,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",34.248,3,0.2,11.5587,TRUE
